Year,Title,Artist
2006,Down,RKM & Ken-Y
2006,Labios Compartidos,Mana
2006,Ni Una Sola Palabra,Paulina Rubio
2006,Quien Me Iba A Decir,David Bisbal
2006,Pam Pam,Wisin & Yandel
2006,A La Primera Persona,Alejandro Sanz
2006,Ser O Parecer,RBD
2006,Bendita Tu Luz,Mana
2006,Tu Recuerdo,Ricky Martin Featuring La Mari De Chambao Y Tommy Torres
2007,Tu Recuerdo,Ricky Martin Featuring La Mari De Chambao Y Tommy Torres
2007,Bendita Tu Luz,Mana
2007,Sola,"Hector ""El Father"""
2007,Tu Amor,Luis Fonsi
2007,Manda Una Senal,Mana
2007,"Te Lo Agradezco, Pero No",Alejandro Sanz Featuring Shakira
2007,Ese,Conjunto Primavera
2007,La Llave De Mi Corazon,Juan Luis Guerra 440
2007,Que Hiciste,Jennifer Lopez
2007,Si Nos Quedara Poco Tiempo,Chayanne
2007,Do You Know? (The Ping Pong Song),Enrique Iglesias
2007,Ojala,Marco Antonio Solis
2007,Basta Ya,Conjunto Primavera
2007,Y Si Te Digo,Fanny Lu
2007,No Llores,Gloria Estefan
2007,Me Enamora,Juanes
2008,Me Enamora,Juanes
2008,Sexy Movimiento,Wisin & Yandel
2008,Gotas De Agua Dulce,Juanes
2008,Donde Estan Corazon,Enrique Iglesias
2008,Te Quiero,Flex
2008,Si No Te Hubieras Ido,Mana
2008,Si Tu Te Vas,Los Temerarios
2008,No Me Doy Por Vencido,Luis Fonsi
2008,Lloro Por Ti,Enrique Iglesias
2009,No Me Doy Por Vencido,Luis Fonsi
2009,Por Un Segundo,Aventura
2009,El Ultimo Beso,Vicente Fernandez
2009,Te Presumo,Banda El Recodo de Cruz Lizarraga
2009,Me Estas Tentando,Wisin & Yandel Featuring Nesty
2009,Dime Si Te Vas Con El,Flex
2009,Tu No Eres Para Mi,Fanny Lu
2009,El Amor,"Tito ""El Bambino"" El Patron"
2009,Te Amo,Makano
2009,Aqui Estoy Yo,Luis Fonsi
2009,Causa Y Efecto,Paulina Rubio
2009,Abusadora,Wisin & Yandel
2009,Lo Intentamos,Espinoza Paz
2009,Loba,Shakira
2009,Manos Al Aire,Nelly Furtado
2009,Esclavo De Sus Besos,David Bisbal
2009,Looking For Paradise,Alejandro Sanz Featuring Alicia Keys
2009,Gracias A Ti,Wisin & Yandel Featuring Enrique Iglesias
2009,Me Gusta Todo De Ti,Banda El Recodo de Cruz Lizarraga
2010,Me Gusta Todo De Ti,Banda El Recodo de Cruz Lizarraga
2010,Dile Al Amor,Aventura
2010,Se Me Va La Voz,Alejandro Fernandez
2010,Ando Bien Pedo,Banda Los Recoditos
2010,Nina Bonita,Chino & Nacho
2010,Guapa,Diego Torres
2010,Bachata En Fukuoka,Juan Luis Guerra 440
2010,Cuando Me Enamoro,Enrique Iglesias Featuring Juan Luis Guerra
2010,Yerbatero,Juanes
2010,Nina De Mi Corazon,La Arrolladora Banda el Limon de Rene Camacho
2010,Loca,Shakira Featuring El Cata
2010,Danza Kuduro,Don Omar & Lucenzo
