Year,Title,Artist
2007,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump
2007,U + Ur Hand,P!nk
2007,Girlfriend,Avril Lavigne
2007,Summer Love,Justin Timberlake
2007,Big Girls Don't Cry,Fergie
2007,The Way I Are,Timbaland Featuring Keri Hilson
2007,Who Knew,P!nk
2007,Stronger,Kanye West
2007,Apologize,Timbaland Featuring OneRepublic
2008,Apologize,Timbaland Featuring OneRepublic
2008,No One,Alicia Keys
2008,Low,Flo Rida Featuring T-Pain
2008,With You,Chris Brown
2008,Love Song,Sara Bareilles
2008,Bleeding Love,Leona Lewis
2008,Take A Bow,Rihanna
2008,Leavin',Jesse McCartney
2008,Forever,Chris Brown
2008,Disturbia,Rihanna
2008,So What,P!nk
2008,Hot N Cold,Katy Perry
2008,I'm Yours,Jason Mraz
2008,Live Your Life,T.I. Featuring Rihanna
2009,Womanizer,Britney Spears
2009,Live Your Life,T.I. Featuring Rihanna
2009,Just Dance,Lady Gaga Featuring Colby O'Donis
2009,Single Ladies (Put A Ring On It),Beyonce
2009,Love Story,Taylor Swift
2009,Circus,Britney Spears
2009,Gives You Hell,The All-American Rejects
2009,Right Round,Flo Rida
2009,Poker Face,Lady Gaga
2009,Boom Boom Pow,The Black Eyed Peas
2009,Don't Trust Me,3OH!3
2009,LoveGame,Lady Gaga
2009,Waking Up In Vegas,Katy Perry
2009,I Gotta Feeling,The Black Eyed Peas
2009,Use Somebody,Kings Of Leon
2009,Down,Jay Sean Featuring Lil Wayne
2009,Party In The U.S.A.,Miley Cyrus
2009,Paparazzi,Lady Gaga
2009,Whatcha Say,Jason Derulo
2009,Replay,Iyaz
2010,Replay,Iyaz
2010,Bad Romance,Lady Gaga
2010,TiK ToK,Ke$ha
2010,Telephone,Lady Gaga Featuring Beyonce
2010,In My Head,Jason Derulo
2010,Rude Boy,Rihanna
2010,Nothin' On You,B.o.B Featuring Bruno Mars
2010,Break Your Heart,Taio Cruz Featuring Ludacris
2010,Your Love Is My Drug,Ke$ha
2010,California Gurls,Katy Perry Featuring Snoop Dogg
2010,Love The Way You Lie,Eminem Featuring Rihanna
2010,Dynamite,Taio Cruz
2010,Teenage Dream,Katy Perry
2010,Just The Way You Are,Bruno Mars
2010,Just A Dream,Nelly
2010,Only Girl (In The World),Rihanna
2010,Raise Your Glass,P!nk
