Year,Title,Artist
2008,Viva La Vida or Death And All His Friends,Coldplay
2008,Untitled,Nas
2008,Breakout,Miley Cyrus
2008,Love On The Inside,Sugarland
2008,Mamma Mia!,Soundtrack
2008,A Little Bit Longer,Jonas Brothers
2008,All Hope Is Gone,Slipknot
2008,The Recession,Young Jeezy
2008,Death Magnetic,Metallica
2008,Paper Trail,T.I.
2008,Lucky Old Sun,Kenny Chesney
2008,Black Ice,AC/DC
2008,Twilight,Soundtrack
2008,Fearless,Taylor Swift
2008,I Am...Sasha Fierce,Beyonce
2008,808s & Heartbreak,Kanye West
2008,Circus,Britney Spears
2009,Fearless,Taylor Swift
2009,Working On A Dream,Bruce Springsteen
2009,The Fray,The Fray
2009,No Line On The Horizon,U2
2009,All I Ever Wanted,Kelly Clarkson
2009,NOW 30,Various Artists
2009,Defying Gravity,Keith Urban
2009,Unstoppable,Rascal Flatts
2009,Hannah Montana: The Movie,Soundtrack
2009,Deeper Than Rap,Rick Ross
2009,Together Through Life,Bob Dylan
2009,Epiphany,Chrisette Michele
2009,21st Century Breakdown,Green Day
2009,Relapse,Eminem
2009,Big Whiskey And The GrooGrux King,Dave Matthews Band
2009,The E.N.D.,The Black Eyed Peas
2009,"Lines, Vines And Trying Times",Jonas Brothers
2009,NOW 31,Various Artists
2009,BLACKsummers'night,Maxwell
2009,Leave This Town,Daughtry
2009,Here We Go Again,Demi Lovato
2009,Loso's Way (Soundtrack),Fabolous
2009,LIVE On The Inside,Sugarland
2009,Twang,George Strait
2009,Keep On Loving You,Reba
2009,Breakthrough,Colbie Caillat
2009,I Look To You,Whitney Houston
2009,The Blueprint 3,JAY-Z
2009,Backspacer,Pearl Jam
2009,Love Is The Answer,Barbra Streisand
2009,Crazy Love,Michael Buble
2009,The Twilight Saga: New Moon,Soundtrack
2009,Michael Jackson's This Is It (Soundtrack),Michael Jackson
2009,Play On,Carrie Underwood
2009,The Circle,Bon Jovi
2009,Battle Studies,John Mayer
2009,I Dreamed A Dream,Susan Boyle
2010,I Dreamed A Dream,Susan Boyle
2010,Animal,Ke$ha
2010,Contra,Vampire Weekend
2010,Hope For Haiti Now,Various Artists
2010,Need You Now,Lady Antebellum
2010,Soldier Of Love,Sade
2010,Battle Of The Sexes,Ludacris
2010,My World 2.0,Justin Bieber
2010,Raymond V Raymond,Usher
2010,"Glee: The Music, The Power Of Madonna (EP)",Soundtrack
2010,B.o.B Presents: The Adventures Of Bobby Ray,B.o.B
2010,The Oracle,Godsmack
2010,"Glee: The Music, Volume 3: Showstoppers:",Soundtrack
2010,To The Sea,Jack Johnson
2010,"Glee: The Music, Journey To Regionals (EP)",Soundtrack
2010,Thank Me Later,Drake
2010,Recovery,Eminem
2010,Nightmare,Avenged Sevenfold
2010,The Suburbs,Arcade Fire
2010,Teenage Dream,Katy Perry
2010,Asylum,Disturbed
2010,Kaleidoscope Heart,Sara Bareilles
2010,A Thousand Suns,Linkin Park
2010,You Get What You Give,Zac Brown Band
2010,Hemingway's Whiskey,Kenny Chesney
2010,Bullets In The Gun,Toby Keith
2010,I Am Not A Human Being,Lil Wayne
2010,The Incredible Machine,Sugarland
2010,Speak Now,Taylor Swift
2010,The Gift,Susan Boyle
2010,My Beautiful Dark Twisted Fantasy,Kanye West
